sep=,
CUIT,N° Ader,Razon Social,N° Certificado,Norma,Fecha Retencion,Tipo Comprobante,N° Comprobante,Fecha Comprobante,Monto Retenido,Base Calculo
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001305859","4","23/01/2020","L","2601305859","23/01/2020","53.27","2130.65",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001303922","4","23/01/2020","L","2601303922","23/01/2020","67.49","2699.70",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306198","4","24/01/2020","L","2601306198","24/01/2020","149.63","5985.29",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306076","4","24/01/2020","L","2601306076","24/01/2020","54.26","2170.29",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001304152","4","24/01/2020","L","2601304152","24/01/2020","87.93","3517.22",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306449","4","27/01/2020","L","2601306449","27/01/2020","28.12","1124.78",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306402","4","27/01/2020","L","2601306402","27/01/2020","566.83","22673.39",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001304439","4","27/01/2020","L","2601304439","27/01/2020","29.94","1197.76",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000000113546","4","27/01/2020","L","113546","27/01/2020","17.08","683.06",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306689","4","28/01/2020","L","2601306689","28/01/2020","11.89","475.68",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306601","4","28/01/2020","L","2601306601","28/01/2020","43.65","1746.17",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001304686","4","28/01/2020","L","2601304686","28/01/2020","42.06","1682.56",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000000157167","4","28/01/2020","L","157167","28/01/2020","36.59","1463.70",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306978","4","29/01/2020","L","2601306978","29/01/2020","104.27","4170.97",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306903","4","29/01/2020","L","2601306903","29/01/2020","35.58","1423.21",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001306807","4","29/01/2020","L","2601306807","29/01/2020","8.67","346.85",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001304921","4","29/01/2020","L","2601304921","29/01/2020","29.71","1188.25",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000000199293","4","29/01/2020","L","199293","29/01/2020","9.89","395.64",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001307233","4","30/01/2020","L","2601307233","30/01/2020","66.80","2672.18",
"30571421352","1313","BANCO CREDICOOP COOPERATIVO LTDO","0000000001307102","4","30/01/2020","L","2601307102","30/01/2020","12.39","495.50",
"30574816870","1293","AMERICAN EXPRESS ARGENTINA SA","2060466320200120","4","27/01/2020","L","60466320200129","27/01/2020","180.21","7208.40",
"30577797281","1940","STAFF MEDICO SA","0001202000033969","3","16/01/2020","O","1202000033969","16/01/2020","17.80","1779.99",
"30577797281","1940","STAFF MEDICO SA","0001202000033982","3","21/01/2020","O","1202000033982","21/01/2020","17.80","1779.96",
"30645337979","12753","ALEXANDER FLEMING S.A.","0000000000014218","29","14/01/2020","O","201200063432","14/01/2020","115.70","3305.78",
"30645337979","12753","ALEXANDER FLEMING S.A.","0000000000014505","29","31/01/2020","O","201200063904","31/01/2020","115.70","3305.78",
